GENDER,Car_Owner,Propert_Owner,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Employed_days,Family_Members,target
F,Y,Y,117000.0,Working,Incomplete higher,Civil marriage,House / apartment,-2753,3,Approved
F,N,N,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
M,Y,Y,126000.0,Working,Secondary / secondary special,Married,House / apartment,-867,3,Approved
F,N,Y,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,Y,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2134,1,Approved
M,Y,N,225000.0,Commercial associate,Higher education,Married,House / apartment,-460,4,Approved
F,N,Y,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,5,Approved
F,Y,N,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,Y,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3232,2,Approved
M,N,N,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-1505,1,Approved
F,N,Y,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-95,1,Approved
M,N,Y,103500.0,Working,Higher education,Married,House / apartment,-3690,3,Approved
F,N,N,202500.0,Working,Secondary / secondary special,Married,House / apartment,-9870,2,Approved
F,N,Y,37800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4979,2,Approved
M,Y,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3396,4,Approved
M,N,Y,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-461,1,Approved
F,Y,N,180000.0,State servant,Incomplete higher,Single / not married,House / apartment,-5206,1,Approved
F,Y,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3173,4,Approved
F,N,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,-732,3,Approved
M,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,-2531,4,Approved
F,N,N,387000.0,Commercial associate,Higher education,Separated,With parents,-432,1,Approved
M,Y,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,-2102,3,Approved
M,N,N,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-6583,2,Approved
M,Y,Y,126000.0,Commercial associate,Higher education,Married,House / apartment,-156,2,Approved
M,Y,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,-2199,3,Approved
M,N,Y,202500.0,Working,Higher education,Married,House / apartment,-5460,3,Approved
F,N,N,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-1589,1,Approved
F,N,Y,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2506,1,Approved
F,N,Y,202500.0,Commercial associate,Incomplete higher,Married,House / apartment,-3397,2,Approved
F,Y,N,247500.0,Working,Secondary / secondary special,Married,House / apartment,-3792,4,Approved
F,N,N,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3230,2,Approved
F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2464,2,Approved
F,Y,Y,112500.0,Working,Higher education,Married,House / apartment,-1682,2,Approved
F,N,Y,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-3334,2,Approved
M,Y,N,207000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-3110,2,Approved
F,Y,Y,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,3,Approved
F,N,N,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-2966,2,Approved
F,Y,Y,315000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,Y,Y,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-3694,2,Approved
F,Y,Y,121500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-2257,1,Approved
F,N,Y,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
M,N,Y,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-2728,3,Approved
F,N,N,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,2,Approved
F,Y,Y,225000.0,Pensioner,Lower secondary,Married,House / apartment,365243,2,Approved
M,Y,Y,135000.0,Commercial associate,Higher education,Separated,House / apartment,-855,1,Approved
F,N,N,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-4161,1,Approved
M,Y,Y,270000.0,Commercial associate,Higher education,Married,House / apartment,-1000,4,Approved
F,Y,Y,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8377,2,Approved
M,Y,Y,135000.0,Working,Higher education,Married,House / apartment,-7494,2,Approved
F,N,N,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,Y,Y,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,N,Y,450000.0,Working,Higher education,Married,House / apartment,-4280,2,Approved
M,N,Y,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-5891,1,Approved
M,N,Y,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-609,1,Approved
F,N,Y,337500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2381,1,Approved
M,Y,Y,94500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1613,1,Approved
M,N,Y,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3533,2,Approved
F,N,Y,157500.0,Pensioner,Higher education,Married,House / apartment,365243,2,Approved
F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-6218,2,Approved
F,Y,Y,112500.0,Commercial associate,Higher education,Married,House / apartment,-2874,3,Approved
F,N,Y,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,1,Approved
F,N,Y,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,N,Y,112500.0,Working,Higher education,Married,With parents,-1654,3,Approved
F,N,Y,225000.0,Pensioner,Higher education,Widow,House / apartment,365243,1,Approved
F,Y,N,54000.0,Working,Higher education,Civil marriage,House / apartment,-2433,2,Approved
F,N,N,189000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-4534,1,Approved
M,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1131,2,Approved
M,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,-521,2,Approved
F,N,N,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-522,2,Approved
F,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2269,2,Approved
F,N,N,121500.0,Working,Secondary / secondary special,Separated,House / apartment,-798,1,Approved
M,Y,Y,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-2620,2,Approved
M,Y,Y,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1613,1,Approved
M,Y,Y,315000.0,State servant,Higher education,Married,House / apartment,-145,3,Approved
M,N,Y,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4039,2,Approved
M,Y,Y,90000.0,Working,Higher education,Civil marriage,House / apartment,-663,2,Approved
F,Y,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,-2299,2,Approved
M,N,Y,45000.0,Working,Higher education,Single / not married,House / apartment,-3153,1,Approved
F,N,Y,180000.0,Working,Higher education,Married,House / apartment,-1812,2,Approved
M,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2589,2,Approved
M,Y,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,-130,2,Approved
M,Y,N,360000.0,Working,Secondary / secondary special,Married,House / apartment,-5056,2,Approved
F,N,N,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-796,2,Approved
M,N,Y,99000.0,Working,Secondary / secondary special,Married,House / apartment,-7341,2,Approved
F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2728,2,Approved
F,N,N,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1130,4,Approved
M,Y,Y,189620.55230667387,Working,Secondary / secondary special,Married,House / apartment,-5436,2,Approved
M,Y,Y,180000.0,State servant,Higher education,Married,House / apartment,-2368,2,Approved
F,N,Y,315000.0,Working,Secondary / secondary special,Married,House / apartment,-1889,4,Approved
F,N,Y,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-1315,1,Approved
F,Y,N,108000.0,Commercial associate,Higher education,Married,House / apartment,-1678,2,Approved
F,N,Y,180000.0,Working,Higher education,Married,House / apartment,-2939,2,Approved
F,Y,Y,225000.0,Commercial associate,Higher education,Married,House / apartment,-1616,3,Approved
F,N,Y,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8405,1,Approved
F,N,N,292500.0,Working,Secondary / secondary special,Married,House / apartment,-3476,4,Approved
F,Y,N,157500.0,Working,Secondary / secondary special,Married,House / apartment,-3453,2,Approved
M,Y,N,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-3769,3,Approved
F,N,Y,315000.0,Working,Higher education,Married,House / apartment,-1359,3,Approved
M,Y,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,-2990,2,Approved
F,N,Y,333000.0,Working,Secondary / secondary special,Married,House / apartment,-2321,2,Approved
F,N,Y,171000.0,Working,Secondary / secondary special,Married,House / apartment,-4267,3,Approved
F,N,Y,130500.0,Working,Secondary / secondary special,Married,With parents,-1386,3,Approved
F,N,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,-645,2,Approved
M,Y,Y,202500.0,State servant,Higher education,Single / not married,House / apartment,-886,1,Approved
M,N,N,126000.0,Commercial associate,Higher education,Married,House / apartment,-1823,2,Approved
M,Y,N,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4965,2,Approved
F,N,Y,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,1,Approved
F,N,Y,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1868,1,Approved
F,Y,Y,105750.0,Working,Secondary / secondary special,Married,House / apartment,-3716,3,Approved
M,Y,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1344,2,Approved
F,N,Y,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,1,Approved
M,Y,Y,360000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1557,1,Approved
F,N,N,157500.0,Commercial associate,Higher education,Married,House / apartment,-3761,2,Approved
F,Y,Y,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-3716,2,Approved
M,Y,Y,112500.0,Pensioner,Higher education,Married,House / apartment,365243,2,Approved
M,Y,N,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-2993,2,Approved
M,Y,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,-1981,5,Approved
M,N,N,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-102,2,Approved
M,N,N,270000.0,Working,Incomplete higher,Civil marriage,With parents,-288,2,Approved
F,N,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,-2147,2,Approved
M,Y,Y,144000.0,Working,Higher education,Married,House / apartment,-6908,2,Approved
M,Y,Y,207000.0,State servant,Secondary / secondary special,Married,House / apartment,-3929,3,Approved
F,Y,Y,180000.0,Working,Higher education,Widow,House / apartment,-1497,1,Approved
F,N,N,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-424,1,Approved
M,N,Y,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-1069,1,Approved
M,N,Y,180000.0,State servant,Secondary / secondary special,Married,Rented apartment,-2323,2,Approved
M,Y,N,126000.0,Working,Secondary / secondary special,Married,House / apartment,-2174,2,Approved
F,N,Y,157500.0,State servant,Incomplete higher,Married,House / apartment,-3332,2,Approved
F,N,Y,225000.0,State servant,Higher education,Single / not married,With parents,-553,2,Approved
F,Y,Y,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-375,1,Approved
M,N,N,103500.0,Working,Secondary / secondary special,Separated,House / apartment,-6352,1,Approved
M,Y,N,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-1056,2,Approved
F,N,N,135000.0,Pensioner,Higher education,Separated,House / apartment,365243,1,Approved
F,N,N,67500.0,Commercial associate,Secondary / secondary special,Married,With parents,-1172,3,Approved
F,N,N,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,N,N,382500.0,Working,Secondary / secondary special,Married,House / apartment,-4663,2,Approved
M,Y,Y,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-678,3,Approved
F,N,Y,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,2,Approved
F,N,Y,292500.0,Working,Secondary / secondary special,Married,House / apartment,-4532,2,Approved
F,N,N,225000.0,State servant,Higher education,Married,House / apartment,-5587,2,Approved
F,N,N,135000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,365243,1,Approved
F,Y,Y,76500.0,Working,Secondary / secondary special,Separated,House / apartment,-1406,1,Approved
F,Y,N,180000.0,Working,Secondary / secondary special,Married,House / apartment,-8966,2,Approved
M,N,Y,450000.0,Working,Secondary / secondary special,Married,House / apartment,-6860,5,Approved
F,N,Y,90000.0,Pensioner,Higher education,Married,House / apartment,365243,2,Approved
F,N,Y,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,N,Y,306000.0,Working,Secondary / secondary special,Married,House / apartment,-346,2,Approved
F,N,Y,90000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-1463,1,Approved
F,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-157,2,Approved
M,Y,N,193500.0,Working,Secondary / secondary special,Married,With parents,-561,4,Approved
M,Y,N,180000.0,Working,Secondary / secondary special,Married,House / apartment,-3661,2,Approved
F,Y,Y,270000.0,Working,Higher education,Married,House / apartment,-505,2,Approved
M,Y,Y,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,1,Approved
F,N,Y,202500.0,Pensioner,Incomplete higher,Widow,House / apartment,365243,1,Approved
F,Y,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,-1787,2,Approved
M,Y,Y,139500.0,Working,Higher education,Married,House / apartment,-6764,2,Approved
F,N,Y,135000.0,Working,Higher education,Single / not married,House / apartment,-10600,1,Approved
M,Y,N,202500.0,Working,Higher education,Married,House / apartment,-3999,3,Approved
F,N,Y,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3960,4,Approved
F,Y,N,126000.0,Commercial associate,Higher education,Married,House / apartment,-2065,3,Approved
M,Y,Y,193500.0,Pensioner,Higher education,Married,House / apartment,365243,2,Approved
F,N,N,112500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,365243,1,Approved
M,Y,N,337500.0,Working,Higher education,Married,With parents,-2227,2,Approved
F,N,Y,157500.0,Working,Higher education,Civil marriage,House / apartment,-1205,2,Approved
M,Y,N,193500.0,Working,Secondary / secondary special,Married,Municipal apartment,-1135,4,Approved
F,N,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,-5190,2,Approved
M,Y,N,315000.0,Working,Higher education,Married,House / apartment,-3720,2,Approved
F,Y,Y,180000.0,Working,Secondary / secondary special,Widow,House / apartment,-2633,1,Approved
F,N,Y,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,Y,N,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,3,Approved
M,Y,Y,112500.0,Commercial associate,Higher education,Married,House / apartment,-1000,4,Approved
M,Y,N,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,-158,1,Approved
F,N,N,135000.0,Commercial associate,Higher education,Married,With parents,-3272,3,Approved
F,N,N,315000.0,State servant,Higher education,Married,House / apartment,-2500,3,Approved
F,N,Y,112500.0,Pensioner,Higher education,Married,House / apartment,365243,2,Approved
F,N,Y,135000.0,Working,Higher education,Married,House / apartment,-4327,2,Approved
F,N,Y,99000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-6033,2,Approved
F,N,N,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,-278,2,Approved
M,Y,N,112500.0,Working,Higher education,Married,House / apartment,-3062,2,Approved
M,Y,Y,180000.0,Working,Secondary / secondary special,Married,Office apartment,-8157,2,Approved
M,Y,Y,141750.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2653,4,Approved
F,N,Y,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1953,2,Approved
F,Y,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,-5457,2,Approved
M,N,Y,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1997,2,Approved
F,N,Y,270000.0,Commercial associate,Higher education,Married,House / apartment,-3435,2,Approved
F,N,N,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
F,N,N,135000.0,Working,Higher education,Married,House / apartment,-1504,3,Approved
M,Y,N,292500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-2696,2,Approved
F,N,Y,202500.0,Pensioner,Higher education,Married,House / apartment,365243,3,Approved
F,N,Y,99000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
F,N,Y,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,-13735,1,Approved
F,N,N,306000.0,Commercial associate,Higher education,Single / not married,With parents,-227,1,Approved
M,Y,Y,148500.0,Working,Secondary / secondary special,Married,House / apartment,-132,2,Approved
F,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-6621,4,Approved
F,N,N,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
F,Y,Y,180000.0,Commercial associate,Higher education,Married,House / apartment,-2481,3,Approved
M,N,N,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-2818,2,Approved
M,Y,Y,247500.0,Working,Secondary / secondary special,Married,House / apartment,-11906,2,Approved
F,Y,N,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-1077,2,Approved
F,N,Y,180000.0,Working,Higher education,Married,House / apartment,-9258,2,Approved
F,Y,Y,103500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-2277,2,Approved
F,Y,Y,198000.0,Working,Higher education,Widow,House / apartment,-1497,1,Approved
M,Y,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-2422,2,Approved
F,N,Y,67500.0,Working,Secondary / secondary special,Married,House / apartment,-826,2,Approved
M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,-2969,3,Approved
F,N,Y,315000.0,State servant,Incomplete higher,Single / not married,With parents,-2086,1,Approved
F,N,N,292500.0,Commercial associate,Incomplete higher,Married,House / apartment,-1070,2,Approved
F,N,Y,148500.0,Working,Higher education,Married,House / apartment,-8172,3,Approved
F,N,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,-701,2,Approved
M,Y,N,180000.0,Working,Secondary / secondary special,Married,House / apartment,-1384,2,Approved
F,N,Y,90000.0,Working,Secondary / secondary special,Widow,House / apartment,-9447,1,Approved
M,Y,Y,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1160,4,Approved
F,N,N,261000.0,State servant,Secondary / secondary special,Married,Rented apartment,-1952,3,Approved
F,N,N,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-4816,2,Approved
F,N,N,112500.0,Commercial associate,Higher education,Married,House / apartment,-1354,2,Approved
F,Y,N,135000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-1128,2,Approved
F,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-469,2,Approved
M,Y,N,360000.0,Working,Secondary / secondary special,Married,House / apartment,-217,4,Approved
F,N,N,171000.0,Working,Secondary / secondary special,Married,House / apartment,-3273,2,Approved
F,Y,N,40500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
F,Y,N,130500.0,Working,Higher education,Married,Rented apartment,-563,3,Approved
F,N,Y,306000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,1,Approved
F,N,N,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,N,112500.0,Working,Higher education,Separated,House / apartment,-1526,1,Approved
M,Y,Y,112500.0,Commercial associate,Higher education,Married,House / apartment,-2092,4,Approved
M,Y,Y,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-1749,2,Approved
M,N,N,153000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,Y,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-931,3,Approved
M,N,Y,180000.0,State servant,Higher education,Married,House / apartment,-5639,4,Approved
M,Y,N,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1674,5,Approved
F,N,Y,90000.0,Commercial associate,Higher education,Married,House / apartment,-168,4,Approved
F,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1128,2,Approved
M,N,Y,247500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,2,Approved
F,N,Y,112500.0,Working,Incomplete higher,Married,House / apartment,-4029,2,Approved
M,N,N,67500.0,Working,Secondary / secondary special,Married,House / apartment,-4967,2,Approved
M,N,Y,360000.0,Working,Secondary / secondary special,Married,House / apartment,-3282,2,Approved
F,N,N,360000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-339,1,Approved
F,N,N,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-7979,2,Approved
F,N,Y,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9683,1,Approved
M,Y,Y,135000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-1749,2,Approved
F,Y,Y,166500.0,Working,Higher education,Married,House / apartment,-577,2,Approved
M,Y,Y,180000.0,Working,Higher education,Married,House / apartment,-2622,2,Approved
F,Y,N,225000.0,Working,Secondary / secondary special,Married,Rented apartment,-1678,3,Approved
F,N,N,135000.0,Working,Secondary / secondary special,Married,With parents,-976,3,Approved
M,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3608,4,Approved
F,Y,Y,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2057,1,Approved
M,Y,Y,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1994,3,Approved
M,N,Y,315000.0,Working,Secondary / secondary special,Married,House / apartment,-1563,4,Approved
M,Y,Y,405000.0,Working,Higher education,Married,House / apartment,-7494,2,Approved
F,N,N,405000.0,Pensioner,Higher education,Married,Municipal apartment,365243,2,Approved
F,N,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,-4523,2,Approved
F,N,N,270000.0,Working,Secondary / secondary special,Married,With parents,-340,2,Approved
F,Y,Y,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,N,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1081,2,Approved
F,N,N,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-6614,1,Approved
F,N,Y,337500.0,Working,Secondary / secondary special,Married,House / apartment,-1639,2,Approved
F,N,Y,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-919,1,Approved
F,N,N,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3392,3,Approved
M,Y,N,202500.0,Working,Secondary / secondary special,Married,House / apartment,-3261,2,Approved
M,Y,Y,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-3928,3,Approved
M,Y,N,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,N,N,135000.0,Commercial associate,Higher education,Married,With parents,-5082,2,Approved
F,N,Y,216000.0,Working,Secondary / secondary special,Married,House / apartment,-3630,2,Approved
F,N,Y,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-3591,1,Approved
M,Y,N,225000.0,Commercial associate,Higher education,Married,House / apartment,-1199,4,Approved
M,N,Y,81000.0,Commercial associate,Higher education,Separated,House / apartment,-2469,1,Approved
F,Y,Y,180000.0,Working,Secondary / secondary special,Widow,House / apartment,-4304,1,Approved
F,N,Y,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,Y,225000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-2514,3,Approved
M,N,Y,157500.0,Commercial associate,Higher education,Married,House / apartment,-2187,4,Approved
F,Y,Y,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,-7140,1,Approved
F,N,N,166500.0,Working,Secondary / secondary special,Married,House / apartment,-96,4,Approved
F,N,Y,445500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,Y,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,-5176,3,Approved
F,Y,N,45000.0,Working,Secondary / secondary special,Married,House / apartment,-6761,2,Approved
M,Y,Y,315000.0,Commercial associate,Higher education,Married,House / apartment,-2356,2,Approved
M,N,N,450000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,N,N,180000.0,Working,Secondary / secondary special,Married,House / apartment,-2908,3,Approved
F,N,N,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-3333,2,Approved
M,N,N,189620.55230667387,Working,Secondary / secondary special,Married,House / apartment,-3596,2,Approved
M,N,Y,148500.0,Working,Secondary / secondary special,Married,House / apartment,-4606,4,Approved
F,N,N,135000.0,Working,Incomplete higher,Married,House / apartment,-4030,3,Approved
F,N,N,144000.0,State servant,Secondary / secondary special,Widow,House / apartment,-5246,1,Approved
F,N,Y,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-3054,1,Approved
M,Y,N,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,-2906,2,Approved
M,Y,N,90000.0,Working,Secondary / secondary special,Married,House / apartment,-1915,3,Approved
F,N,Y,157500.0,Pensioner,Incomplete higher,Widow,House / apartment,365243,1,Approved
M,N,Y,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1267,1,Approved
F,N,Y,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,Y,Y,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1256,2,Approved
F,N,Y,216000.0,Working,Secondary / secondary special,Married,House / apartment,-1721,3,Approved
M,N,Y,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-2317,4,Approved
F,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1518,4,Approved
M,Y,Y,189000.0,Working,Secondary / secondary special,Married,House / apartment,-7804,2,Approved
M,Y,Y,337500.0,Working,Secondary / secondary special,Married,Rented apartment,-864,2,Approved
F,Y,N,44550.0,Working,Secondary / secondary special,Married,House / apartment,-7364,2,Approved
M,Y,N,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1101,1,Approved
F,N,N,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,1,Approved
M,Y,Y,112500.0,Working,Higher education,Married,House / apartment,-2231,2,Approved
F,Y,Y,135000.0,Commercial associate,Higher education,Married,With parents,-1327,4,Approved
F,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-355,2,Approved
F,N,Y,301500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,1,Approved
F,Y,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1934,2,Approved
M,Y,Y,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,1,Approved
F,N,N,67500.0,Working,Higher education,Civil marriage,House / apartment,-5179,2,Approved
M,N,Y,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2326,3,Approved
F,Y,N,315000.0,Working,Higher education,Civil marriage,House / apartment,-980,3,Approved
F,N,N,117000.0,Working,Secondary / secondary special,Married,House / apartment,-1224,3,Approved
F,Y,Y,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7048,2,Approved
M,N,N,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1678,2,Approved
